hotel,is_canceled,lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,deposit_type,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,arrival_date,year_res_status_date,month_res_status_date,day_res_status_date,reservation_status_day
Resort Hotel,0,0,27,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,117.9,0,2,processed,2015-07-02,2015,7,3,2015-08-01
City Hotel,1,136,29,1,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient,60.0,0,0,processed,2015-07-17,2015,5,29,2015-08-01
Resort Hotel,1,62,30,2,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,E,No Deposit,Transient,158.5,0,1,processed,2015-07-19,2015,6,17,2015-08-01
Resort Hotel,0,46,31,1,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,133.0,0,0,processed,2015-07-27,2015,8,2,2015-08-01
Resort Hotel,1,1,28,0,1,2,0.0,0,BB,Corporate,Corporate,0,0,0,A,No Deposit,Transient,104.72,0,1,processed,2015-07-08,2015,7,8,2015-08-01
Resort Hotel,0,135,28,1,4,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,55.68,0,0,processed,2015-07-08,2015,7,13,2015-08-01
City Hotel,1,260,27,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-04,2015,6,16,2015-08-01
City Hotel,1,260,27,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-04,2015,6,16,2015-08-01
City Hotel,0,271,29,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-15,2015,7,17,2015-08-01
City Hotel,1,283,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Contract,62.0,0,0,processed,2015-07-27,2015,1,1,2015-08-01
Resort Hotel,0,82,31,2,2,2,1.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,143.5,0,2,processed,2015-08-01,2015,8,5,2015-08-01
City Hotel,1,137,28,2,1,2,0.0,0,HB,Groups,TA/TO,0,1,0,A,No Deposit,Transient-Party,86.0,0,0,processed,2015-07-11,2015,6,29,2015-08-01
Resort Hotel,0,9,30,2,5,2,0.0,0,BB,Direct,Direct,0,0,0,C,No Deposit,Transient,125.0,0,0,processed,2015-07-23,2015,7,30,2015-08-01
Resort Hotel,0,22,30,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,153.0,0,2,processed,2015-07-24,2015,7,26,2015-08-01
City Hotel,0,138,30,0,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,60.0,0,0,processed,2015-07-25,2015,7,26,2015-08-01
Resort Hotel,1,41,31,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,164.0,0,0,processed,2015-07-27,2015,6,17,2015-08-01
Resort Hotel,0,188,28,2,5,3,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,159.74,0,0,processed,2015-07-09,2015,7,16,2015-08-01
Resort Hotel,0,143,31,2,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,96.3,1,2,processed,2015-07-30,2015,8,4,2015-08-01
City Hotel,1,286,31,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Contract,62.0,0,0,processed,2015-07-30,2015,1,1,2015-08-01
Resort Hotel,0,45,30,2,3,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,84.12,0,0,processed,2015-07-19,2015,7,24,2015-08-01
Resort Hotel,0,57,29,0,2,1,0.0,0,FB,Groups,Direct,0,0,0,A,No Deposit,Transient-Party,94.0,0,0,processed,2015-07-15,2015,7,17,2015-08-01
Resort Hotel,0,50,30,2,6,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,98.75,0,2,processed,2015-07-21,2015,7,29,2015-08-01
Resort Hotel,1,40,29,2,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,127.03,0,2,processed,2015-07-18,2015,6,24,2015-08-01
City Hotel,0,25,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-27,2015,7,29,2015-08-01
City Hotel,1,135,29,0,3,2,0.0,0,BB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient-Party,76.5,0,2,processed,2015-07-16,2015,7,9,2015-08-01
Resort Hotel,0,112,28,3,7,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,120.6,0,1,processed,2015-07-06,2015,7,16,2015-08-01
Resort Hotel,0,44,30,4,6,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,92.0,0,0,processed,2015-07-19,2015,7,29,2015-08-01
City Hotel,0,132,30,0,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,90.0,0,0,processed,2015-07-23,2015,7,24,2015-08-01
City Hotel,1,272,29,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-16,2014,10,17,2015-08-01
City Hotel,0,117,31,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-08-01,2015,8,4,2015-08-01
Resort Hotel,0,76,29,0,5,2,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,101.8,0,0,processed,2015-07-14,2015,7,19,2015-08-01
City Hotel,1,273,29,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,1,0,A,No Deposit,Transient-Party,101.5,0,0,processed,2015-07-17,2015,7,6,2015-08-01
City Hotel,1,103,29,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-07-18,2015,7,16,2015-08-01
City Hotel,0,273,29,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,109.0,0,0,processed,2015-07-17,2015,7,19,2015-08-01
Resort Hotel,0,51,29,1,2,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,130.0,1,0,processed,2015-07-13,2015,7,16,2015-08-01
Resort Hotel,0,31,31,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,134.0,0,1,processed,2015-07-30,2015,8,2,2015-08-01
Resort Hotel,1,73,27,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,73.8,0,2,processed,2015-07-04,2015,5,13,2015-08-01
City Hotel,1,265,28,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-09,2015,1,1,2015-08-01
Resort Hotel,0,39,31,2,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,133.0,0,1,processed,2015-07-26,2015,8,2,2015-08-01
City Hotel,1,262,28,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-06,2015,1,1,2015-08-01
Resort Hotel,0,106,30,0,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,88.55,0,1,processed,2015-07-21,2015,7,24,2015-08-01
Resort Hotel,0,57,29,0,2,1,0.0,0,FB,Groups,Direct,0,0,0,A,No Deposit,Transient-Party,94.0,0,0,processed,2015-07-15,2015,7,17,2015-08-01
Resort Hotel,0,64,31,1,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,154.0,0,0,processed,2015-08-01,2015,8,3,2015-08-01
City Hotel,1,258,27,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-02,2014,10,17,2015-08-01
Resort Hotel,0,126,27,0,4,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,62.5,0,0,processed,2015-07-01,2015,7,5,2015-08-01
Resort Hotel,0,39,30,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,107.0,0,0,processed,2015-07-25,2015,8,1,2015-08-01
Resort Hotel,0,14,27,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,98.0,0,1,processed,2015-07-02,2015,7,4,2015-08-01
Resort Hotel,1,71,27,0,2,3,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,110.3,0,2,processed,2015-07-03,2015,6,16,2015-08-01
Resort Hotel,0,158,28,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,110.7,0,1,processed,2015-07-06,2015,7,13,2015-08-01
City Hotel,0,132,30,0,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,90.0,0,0,processed,2015-07-23,2015,7,24,2015-08-01
Resort Hotel,0,66,30,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,124.5,0,1,processed,2015-07-23,2015,7,27,2015-08-01
City Hotel,1,62,27,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,1,processed,2015-07-02,2015,7,2,2015-08-01
Resort Hotel,0,80,28,3,8,1,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,73.0,0,0,processed,2015-07-06,2015,7,17,2015-08-01
Resort Hotel,0,29,30,2,8,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,103.18,0,1,processed,2015-07-21,2015,7,31,2015-08-01
City Hotel,1,112,30,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,0,processed,2015-07-22,2015,7,22,2015-08-01
City Hotel,1,272,29,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-16,2015,1,1,2015-08-01
Resort Hotel,1,39,31,3,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,133.0,0,1,processed,2015-07-26,2015,6,17,2015-08-01
City Hotel,1,278,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-22,2015,1,1,2015-08-01
Resort Hotel,0,50,30,2,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,101.68,0,0,processed,2015-07-21,2015,7,28,2015-08-01
Resort Hotel,1,91,31,2,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,127.82,0,2,processed,2015-08-01,2015,5,22,2015-08-01
Resort Hotel,0,0,27,0,1,2,0.0,0,BB,Corporate,Corporate,0,0,0,A,No Deposit,Transient,107.42,0,0,processed,2015-07-01,2015,7,2,2015-08-01
City Hotel,1,22,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-22,2015,7,2,2015-08-01
City Hotel,0,16,30,2,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,86.0,0,0,processed,2015-07-25,2015,7,28,2015-08-01
Resort Hotel,0,93,27,3,8,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,56.01,0,0,processed,2015-07-02,2015,7,13,2015-08-01
City Hotel,0,110,30,2,1,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,36.25,0,0,processed,2015-07-25,2015,7,28,2015-08-01
Resort Hotel,0,32,27,0,1,4,0.0,0,FB,Complementary,Direct,0,0,0,H,No Deposit,Transient,0.0,0,1,processed,2015-07-04,2015,7,5,2015-08-01
Resort Hotel,0,143,28,1,3,3,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,78.6,0,2,processed,2015-07-09,2015,7,13,2015-08-01
Resort Hotel,0,104,30,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,123.0,0,1,processed,2015-07-19,2015,7,26,2015-08-01
Resort Hotel,0,32,31,2,6,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,176.75,0,0,processed,2015-08-01,2015,8,9,2015-08-01
Resort Hotel,0,57,29,0,2,2,0.0,0,FB,Groups,Direct,0,0,0,A,No Deposit,Transient-Party,107.0,0,0,processed,2015-07-15,2015,7,17,2015-08-01
City Hotel,1,279,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-23,2015,1,1,2015-08-01
City Hotel,1,273,29,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,1,0,A,No Deposit,Transient-Party,101.5,0,0,processed,2015-07-17,2015,7,6,2015-08-01
City Hotel,1,110,30,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-07-25,2015,7,16,2015-08-01
City Hotel,1,260,27,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-04,2015,6,16,2015-08-01
City Hotel,0,19,30,2,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-25,2015,7,29,2015-08-01
Resort Hotel,0,151,28,0,4,2,2.0,0,HB,Direct,Direct,0,0,0,G,No Deposit,Transient,157.25,0,3,processed,2015-07-07,2015,7,11,2015-08-01
City Hotel,0,96,28,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-07-11,2015,7,14,2015-08-01
City Hotel,1,22,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-22,2015,7,2,2015-08-01
Resort Hotel,1,101,31,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,164.0,0,2,processed,2015-07-27,2015,5,13,2015-08-01
City Hotel,0,25,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-27,2015,7,29,2015-08-01
Resort Hotel,0,22,30,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient-Party,173.0,0,2,processed,2015-07-24,2015,7,26,2015-08-01
Resort Hotel,1,86,30,2,5,2,1.0,0,HB,Direct,Direct,0,0,0,A,No Deposit,Transient,172.93,0,1,processed,2015-07-20,2015,5,11,2015-08-01
Resort Hotel,1,167,28,0,2,2,0.0,0,BB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient,110.7,0,1,processed,2015-07-07,2015,6,4,2015-08-01
City Hotel,0,20,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-22,2015,7,24,2015-08-01
Resort Hotel,0,31,30,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,107.2,1,0,processed,2015-07-25,2015,8,1,2015-08-01
Resort Hotel,0,16,27,2,3,2,0.0,0,BB,Direct,Direct,0,0,0,F,No Deposit,Transient,123.0,0,0,processed,2015-07-02,2015,7,7,2015-08-01
City Hotel,1,72,28,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,1,processed,2015-07-08,2015,6,25,2015-08-01
Resort Hotel,0,151,28,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,104.55,0,0,processed,2015-07-10,2015,7,17,2015-08-01
Resort Hotel,1,10,29,0,3,2,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,134.0,0,0,processed,2015-07-16,2015,7,13,2015-08-01
Resort Hotel,0,44,29,2,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,177.0,1,0,processed,2015-07-18,2015,7,25,2015-08-01
City Hotel,0,132,30,0,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,90.0,0,0,processed,2015-07-23,2015,7,24,2015-08-01
City Hotel,1,276,30,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-20,2015,1,1,2015-08-01
Resort Hotel,0,86,28,4,10,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,83.79,1,0,processed,2015-07-08,2015,7,22,2015-08-01
Resort Hotel,0,81,27,2,6,3,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,85.86,0,0,processed,2015-07-03,2015,7,11,2015-08-01
City Hotel,0,264,28,0,2,1,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,0.0,0,0,processed,2015-07-08,2015,7,10,2015-08-01
City Hotel,0,132,30,0,1,1,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,0.0,0,0,processed,2015-07-23,2015,7,24,2015-08-01
City Hotel,1,271,29,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-15,2015,6,29,2015-08-01
City Hotel,0,43,27,0,2,1,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,63.0,0,0,processed,2015-07-03,2015,7,5,2015-08-01
Resort Hotel,1,135,28,1,4,2,0.0,0,BB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient,123.0,0,0,processed,2015-07-08,2015,5,29,2015-08-01
City Hotel,0,132,30,0,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,90.0,0,0,processed,2015-07-23,2015,7,24,2015-08-01
City Hotel,0,257,27,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,101.5,0,0,processed,2015-07-01,2015,7,3,2015-08-01
City Hotel,1,135,29,0,2,2,0.0,0,BB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient,58.9,0,0,processed,2015-07-15,2015,5,25,2015-08-01
City Hotel,0,12,29,2,3,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient,62.0,0,0,processed,2015-07-18,2015,7,23,2015-08-01
Resort Hotel,0,2,28,1,0,2,1.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,131.0,0,0,processed,2015-07-06,2015,7,7,2015-08-01
City Hotel,1,268,29,2,1,2,0.0,0,BB,Offline TA/TO,TA/TO,0,1,0,A,No Deposit,Transient,82.0,0,0,processed,2015-07-12,2015,6,26,2015-08-01
Resort Hotel,1,146,31,2,3,2,0.0,0,BB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient,164.0,0,1,processed,2015-07-26,2015,4,10,2015-08-01
Resort Hotel,1,105,31,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,90.95,0,0,processed,2015-07-29,2015,4,15,2015-08-01
Resort Hotel,0,212,31,4,8,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,164.0,0,1,processed,2015-08-01,2015,8,13,2015-08-01
City Hotel,1,12,29,2,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-18,2015,7,18,2015-08-01
City Hotel,1,80,29,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,1,processed,2015-07-16,2015,4,29,2015-08-01
City Hotel,0,273,29,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,109.0,0,0,processed,2015-07-17,2015,7,19,2015-08-01
Resort Hotel,1,25,31,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,153.0,0,0,processed,2015-07-31,2015,7,6,2015-08-01
City Hotel,0,273,29,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,109.0,0,0,processed,2015-07-17,2015,7,19,2015-08-01
City Hotel,1,274,29,2,2,1,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient-Party,60.0,0,0,processed,2015-07-18,2015,7,6,2015-08-01
Resort Hotel,0,23,31,2,3,2,1.0,0,BB,Direct,Direct,0,0,0,F,No Deposit,Transient,201.6,0,1,processed,2015-07-30,2015,8,4,2015-08-01
City Hotel,1,27,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-27,2015,7,2,2015-08-01
City Hotel,1,96,28,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-07-11,2015,6,23,2015-08-01
Resort Hotel,0,151,28,0,4,2,2.0,0,HB,Direct,Direct,0,0,0,G,No Deposit,Transient,157.25,0,3,processed,2015-07-07,2015,7,11,2015-08-01
City Hotel,1,103,29,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-07-18,2015,7,16,2015-08-01
Resort Hotel,1,43,28,0,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,91.5,0,0,processed,2015-07-07,2015,5,28,2015-08-01
Resort Hotel,1,44,30,0,4,2,2.0,0,BB,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,195.0,0,1,processed,2015-07-22,2015,6,9,2015-08-01
Resort Hotel,0,113,27,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient-Party,67.58,0,2,processed,2015-07-02,2015,7,9,2015-08-01
City Hotel,1,278,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-22,2015,1,1,2015-08-01
City Hotel,1,272,29,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-16,2015,1,1,2015-08-01
Resort Hotel,1,103,28,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,65.42,0,0,processed,2015-07-09,2015,6,27,2015-08-01
City Hotel,1,260,27,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-04,2015,6,16,2015-08-01
City Hotel,1,278,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-22,2015,6,29,2015-08-01
City Hotel,1,269,29,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-13,2015,1,1,2015-08-01
City Hotel,1,96,28,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-07-11,2015,6,23,2015-08-01
City Hotel,1,276,30,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-20,2015,7,2,2015-08-01
City Hotel,1,105,28,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,1,processed,2015-07-08,2015,4,5,2015-08-01
City Hotel,0,110,30,2,2,0,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,0.0,0,0,processed,2015-07-25,2015,7,29,2015-08-01
Resort Hotel,0,45,31,1,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,107.0,1,2,processed,2015-07-27,2015,7,31,2015-08-01
Resort Hotel,0,100,27,1,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,73.8,0,2,processed,2015-07-04,2015,7,6,2015-08-01
Resort Hotel,0,3,29,1,2,3,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,154.3,0,2,processed,2015-07-17,2015,7,20,2015-08-01
City Hotel,1,110,30,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-07-25,2015,7,16,2015-08-01
City Hotel,1,283,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Contract,62.0,0,0,processed,2015-07-27,2015,1,1,2015-08-01
Resort Hotel,0,14,31,0,3,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,189.67,0,1,processed,2015-07-30,2015,8,2,2015-08-01
Resort Hotel,0,24,30,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,F,No Deposit,Transient,179.0,0,1,processed,2015-07-23,2015,7,30,2015-08-01
Resort Hotel,1,42,30,3,7,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,107.0,0,0,processed,2015-07-24,2015,6,26,2015-08-01
Resort Hotel,0,1,30,1,0,1,0.0,0,BB,Direct,Direct,1,0,1,A,No Deposit,Transient,92.1,1,0,processed,2015-07-19,2015,7,20,2015-08-01
Resort Hotel,0,171,30,1,2,2,1.0,0,BB,Direct,Direct,0,0,0,E,No Deposit,Transient,153.1,1,1,processed,2015-07-24,2015,7,27,2015-08-01
Resort Hotel,0,0,28,1,0,2,2.0,0,BB,Online TA,TA/TO,0,0,0,G,No Deposit,Group,153.0,0,0,processed,2015-07-05,2015,7,6,2015-08-01
City Hotel,1,283,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-27,2015,6,29,2015-08-01
Resort Hotel,1,139,29,4,10,2,0.0,0,BB,Offline TA/TO,TA/TO,0,1,0,D,No Deposit,Contract,67.58,0,1,processed,2015-07-13,2015,3,31,2015-08-01
Resort Hotel,0,0,27,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,G,No Deposit,Transient,123.0,0,0,processed,2015-07-02,2015,7,3,2015-08-01
Resort Hotel,0,194,29,2,7,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,156.22,0,1,processed,2015-07-14,2015,7,23,2015-08-01
Resort Hotel,1,130,31,2,6,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,96.3,0,0,processed,2015-08-01,2015,5,22,2015-08-01
City Hotel,1,276,30,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-20,2015,1,1,2015-08-01
City Hotel,0,19,30,2,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-25,2015,7,29,2015-08-01
City Hotel,0,210,31,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,B,No Deposit,Transient-Party,76.5,0,0,processed,2015-07-30,2015,7,31,2015-08-01
Resort Hotel,0,59,29,2,3,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,147.0,0,0,processed,2015-07-16,2015,7,21,2015-08-01
